Mchirp q EOS_ID alpha zeta L
0.118632985295079663E+01 0.106493891900828208E+01 0.335261366035430228E+04 -0.136110314834065371E+01 0.160633319710755340E+00 0.151137206852422210E+02
0.118692076186469353E+01 0.105374893922095025E+01 0.473819611841855385E+04 -0.194535638628610830E+01 0.275266708878885880E+00 0.151137557614213698E+02
0.118668866804320916E+01 0.103950533295262026E+01 0.416531084372335135E+04 -0.145008908845088369E+01 0.664722488170552406E-01 0.151140744813149279E+02
0.118699644887289346E+01 0.107237673084105323E+01 0.446916270260038891E+04 -0.180495268285916288E+01 0.403905988153934081E+00 0.151142294103372876E+02
0.118616284356923152E+01 0.101092446517942069E+01 0.412494170006558033E+04 -0.148556920865818509E+01 0.267515027434019170E+00 0.151142846079399291E+02
0.118644598926672140E+01 0.105082259341775264E+01 0.480824170539887382E+04 -0.159494629309365488E+01 0.180691381670386064E+00 0.151143503153279752E+02
0.118800266628311513E+01 0.122614085679789064E+01 0.424070167783863599E+04 -0.146608747420858343E+01 0.189283154845966251E+00 0.151144701970718778E+02
0.118611488916405716E+01 0.111022535860723326E+01 0.453814668244893710E+04 -0.141948119162002762E+01 0.718367216780223944E-01 0.151146141607240718E+02
0.118682300130631990E+01 0.105538199779167252E+01 0.424826332900920352E+04 -0.136932366424842922E+01 0.555164961613725735E-01 0.151147293588522480E+02
0.118781832736213433E+01 0.103135078030684824E+01 0.466882230790258291E+04 -0.158918117352497790E+01 0.220930233584713809E+00 0.151148512054508810E+02
0.118749398952433771E+01 0.104152687746881245E+01 0.439311540729548688E+04 -0.160756738255121667E+01 0.220133572656419058E+00 0.151149567493053514E+02
0.118767119095369145E+01 0.104363926534713003E+01 0.447740624418093557E+04 -0.179632426279572566E+01 0.396484203713948435E+00 0.151152815231275746E+02
0.118629033889523439E+01 0.119299094216913004E+01 0.408165017727351369E+04 -0.143283916384854804E+01 0.432129478355301952E-01 0.151153449154503221E+02
0.118722324778770649E+01 0.107364976778462973E+01 0.439094125811342201E+04 -0.153685334794334993E+01 0.329870701156496249E+00 0.151154163491423343E+02
0.118776393809995917E+01 0.104087588533643460E+01 0.406453028462706698E+04 -0.162221619237754378E+01 0.342606324838673648E+00 0.151154403255094056E+02
0.118808634269180868E+01 0.107088513573282729E+01 0.392824929037886341E+04 -0.145172271230644823E+01 0.558287260828904605E-01 0.151155009136662848E+02
0.118500268689721344E+01 0.114004543150873161E+01 0.429992928095815114E+04 -0.178169720220825556E+01 0.460719986380474955E+00 0.151156756936530225E+02
0.118727594277550508E+01 0.100994837871618937E+01 0.482512016768255762E+04 -0.156379976841008217E+01 0.106699933368069044E+00 0.151157495520045746E+02
0.118645869170780838E+01 0.104915902391606486E+01 0.449598239183945680E+04 -0.140831241205592894E+01 0.390852985498349459E-01 0.151157530722875375E+02
0.118758504108244178E+01 0.105250853601861838E+01 0.484167548705448189E+04 -0.141725707303870552E+01 0.213338746744159424E-01 0.151161015031464725E+02
0.118653807699002001E+01 0.101566855482848784E+01 0.398241387195288462E+04 -0.145232960497287578E+01 0.206945794006514389E+00 0.151161381356827356E+02
0.118899641450277493E+01 0.105713364776313945E+01 0.421223978777909997E+04 -0.142064344611528526E+01 0.446391512313000990E-01 0.151163180470067822E+02
0.118669360543658597E+01 0.105646248502062212E+01 0.498575354565095950E+04 -0.176876789400707568E+01 0.151076000566711888E+00 0.151163652760553031E+02
0.118853530945230901E+01 0.101463681161407027E+01 0.432810395001514553E+04 -0.149374949835747461E+01 0.273560613344194958E+00 0.151164058883478365E+02
0.118720577924532411E+01 0.104301150706511248E+01 0.490993568024288288E+04 -0.178411223302141586E+01 0.161749567183169018E+00 0.151165772838056665E+02
0.118813083639383033E+01 0.100302061599777637E+01 0.489347900094234137E+04 -0.159035635393450292E+01 0.147547593083469736E+00 0.151166168410183861E+02
0.118850790663348160E+01 0.104812220172390624E+01 0.439212007356797221E+04 -0.161495361000688376E+01 0.281255969978474407E+00 0.151166229067109708E+02
0.118949869034462896E+01 0.112393035782827777E+01 0.424002948551526515E+04 -0.140884438522345579E+01 0.311536595921081128E+00 0.151168604932660475E+02
0.118776954180403194E+01 0.102955043776374700E+01 0.434444479977250921E+04 -0.155862351501634122E+01 0.183010073017850161E+00 0.151168668472628127E+02
0.118736163204432521E+01 0.105819409077276805E+01 0.414481909901021390E+04 -0.152799303886307936E+01 0.275985344459116932E+00 0.151172241280604034E+02
0.118733571379359715E+01 0.109656135054978532E+01 0.336431349848713262E+04 -0.138445965637766388E+01 0.361503389957120946E+00 0.151178282785819853E+02
0.118663962719030525E+01 0.100788853824024205E+01 0.396903730761115048E+04 -0.145046055842242039E+01 0.821317697848279460E-01 0.151178438996536002E+02
0.118777488304670942E+01 0.103172419875927712E+01 0.411392672025279444E+04 -0.152541993280846944E+01 0.458880829581834626E+00 0.151180272049464897E+02
0.118869646559135922E+01 0.100949641294729830E+01 0.413172465535775336E+04 -0.156100813496781110E+01 0.355981623187327012E+00 0.151180759711922086E+02
0.118845637995451670E+01 0.105266600307753877E+01 0.442457597705677927E+04 -0.140766535621772859E+01 0.887272818844437455E-02 0.151181715914811168E+02
0.118849765015169839E+01 0.133834037418361684E+01 0.354995521651019453E+04 -0.144627473617791180E+01 0.352309098127972953E+00 0.151181799429904391E+02
0.118536593202095464E+01 0.114163964072051050E+01 0.417322669485181268E+04 -0.148649986138000245E+01 0.340239600118527830E+00 0.151182728682463257E+02
0.118756080453745794E+01 0.103852670875068798E+01 0.395001389955380910E+04 -0.138151362162663061E+01 0.218591740976932652E+00 0.151183959126571192E+02
0.118698531280550656E+01 0.101732719203695776E+01 0.434057589965919124E+04 -0.154340230757742902E+01 0.399349175236822840E+00 0.151185572256961152E+02
0.118553644641434786E+01 0.108093274489736535E+01 0.352727102750003132E+04 -0.147052123313793470E+01 0.104243434261438297E+00 0.151188207327820923E+02
0.118947992794523993E+01 0.115906710612059372E+01 0.424096448974406940E+04 -0.145693172314746655E+01 0.152317230359105826E+00 0.151188894900364801E+02
0.118608031666162783E+01 0.125874891715921211E+01 0.488084763277292586E+04 -0.151540121777042769E+01 0.710175534144404930E-01 0.151190161391742368E+02
0.118990127680967595E+01 0.100529024845270154E+01 0.424024248329509101E+04 -0.144921477182406599E+01 0.137101542335564569E+00 0.151192328652050083E+02
0.118550615347187804E+01 0.102956713374527897E+01 0.413296000972959791E+04 -0.144253783201876740E+01 0.102783050922729005E+00 0.151193444232525014E+02
0.118753816701550630E+01 0.104302854782978138E+01 0.398450339079651212E+04 -0.131807426599885069E+01 0.417068354995827284E+00 0.151200169243564471E+02
0.118553278089613467E+01 0.102193954761131822E+01 0.339454806053427365E+04 -0.140297420833873288E+01 0.413233694422675157E+00 0.151200318282456454E+02
0.118625090974039571E+01 0.106694110284759436E+01 0.312701551778918520E+04 -0.143998011559995431E+01 0.167008346660584457E-01 0.151202523190431677E+02
0.118820649258967470E+01 0.105622263238124159E+01 0.413116805198470047E+04 -0.145961676640684201E+01 0.318441767786454277E+00 0.151203892634502424E+02
0.118793075925878333E+01 0.111055407445528842E+01 0.484681472027424934E+04 -0.181274040202103182E+01 0.247489665502122480E+00 0.151204775310472677E+02
0.118603990754110900E+01 0.111806642908238474E+01 0.428491876034409688E+04 -0.170036903924459870E+01 0.358816878233082337E+00 0.151207064462679455E+02
0.118591008990827840E+01 0.103468240593638083E+01 0.441804737059051058E+04 -0.139109279768580918E+01 0.861903113343004401E-01 0.151207639724365759E+02
0.118940297473371626E+01 0.114805826117850662E+01 0.426072797261550022E+04 -0.134772971090400961E+01 0.520608523768859022E-01 0.151209655580477662E+02
0.118837607015631042E+01 0.111022300508360483E+01 0.408157738423587944E+04 -0.133549555919391905E+01 0.112385336827670688E-01 0.151214839652407473E+02
0.118787849847804661E+01 0.104636148016599062E+01 0.480886199897795814E+04 -0.163929697061097768E+01 0.181172174564778216E+00 0.151217579973667071E+02
0.118710812969590473E+01 0.100485479247385157E+01 0.391266269273231137E+04 -0.139626129750997263E+01 0.127309321128403485E-01 0.151217956848810005E+02
0.118862814972792830E+01 0.115372140129570933E+01 0.451685619746790962E+04 -0.136858515269934045E+01 0.388718223533148638E-01 0.151218256837970948E+02
0.118725023766840732E+01 0.103103342117095442E+01 0.439211962475658856E+04 -0.192103720420201030E+01 0.379241959331231893E+00 0.151219744979996715E+02
0.118609951979455186E+01 0.105548679608188944E+01 0.349057703517025675E+04 -0.141427167403641363E+01 0.153870096856130179E+00 0.151220076309087474E+02
0.118930772811780661E+01 0.105614682302518226E+01 0.427950310255962995E+04 -0.153400723316836829E+01 0.342185621204704249E+00 0.151220433638452167E+02
0.118764500796082739E+01 0.107460952232110429E+01 0.405641062057347244E+04 -0.137035650360155969E+01 0.540775016080212619E-02 0.151222405830737632E+02
0.118978660371919176E+01 0.105275771005261376E+01 0.414494629498347058E+04 -0.143784863533659846E+01 0.278687308775659196E-02 0.151223122057421797E+02
0.118623622125944062E+01 0.123577926079717115E+01 0.446260832847881738E+04 -0.157577698785082521E+01 0.366487380595342027E+00 0.151224080005885408E+02
0.118822770017349555E+01 0.100975277656947071E+01 0.398272230353233454E+04 -0.143685752599538907E+01 0.944169175428427598E-01 0.151225956163986464E+02
0.118682147510616609E+01 0.111457985183437014E+01 0.391207127874647495E+04 -0.137672789469190615E+01 0.105607763775108054E+00 0.151227220530414730E+02
0.118636859305145537E+01 0.109175523432567023E+01 0.419415463308239578E+04 -0.146238585603532156E+01 0.495298846907182455E+00 0.151229692591288227E+02
0.118660518485953093E+01 0.103324224980849011E+01 0.404031406408874682E+04 -0.154634583262484648E+01 0.281291791400230251E+00 0.151230287481534500E+02
0.118710822465638843E+01 0.120556739880779928E+01 0.404571723730327085E+04 -0.146202330636189926E+01 0.186116957823827534E+00 0.151232741310176415E+02
0.118820009246949265E+01 0.106866204074458682E+01 0.477969766906079985E+04 -0.192025382449530735E+01 0.249092405286231444E+00 0.151238394213632894E+02
0.118848568356719597E+01 0.108187613976182218E+01 0.354028377725012479E+04 -0.138179978716183482E+01 0.424617796752567001E+00 0.151238822876457899E+02
0.118950052903720094E+01 0.105082289876884150E+01 0.437379562086630904E+04 -0.147551488916786333E+01 0.133036347671919380E+00 0.151239022945380519E+02
0.118893796597016110E+01 0.106708835481886144E+01 0.479625140362207731E+04 -0.157168773270651529E+01 0.101482668851726035E+00 0.151241597643759391E+02
0.118747623101172217E+01 0.112565236094056287E+01 0.415134761832406457E+04 -0.151405500769043178E+01 0.347115080400288933E+00 0.151241833328053712E+02
0.118691582046396582E+01 0.109152561642296675E+01 0.416893080400197778E+04 -0.167957180447260823E+01 0.474262966817331211E+00 0.151241995116538295E+02
0.118623721349274369E+01 0.105880794070321316E+01 0.415185013208983037E+04 -0.138975886229085166E+01 0.113925311515024649E+00 0.151242833357436837E+02
0.118823504981809114E+01 0.109657936402549927E+01 0.426593228061018272E+04 -0.142912906963657149E+01 0.484082661895007593E+00 0.151248244537409899E+02
0.118659486772184386E+01 0.105903487547359143E+01 0.420945828396960042E+04 -0.141947627272376953E+01 0.807071407717969841E-01 0.151250498017229571E+02
0.118681745084157053E+01 0.116330218836479160E+01 0.420527327685506407E+04 -0.146779989795907140E+01 0.195045664492816934E+00 0.151251725322250294E+02
0.119006921442534908E+01 0.115031470326274121E+01 0.426502776881717909E+04 -0.146667600241608609E+01 0.337994797385619106E+00 0.151251830099553146E+02
0.118783502672317964E+01 0.102944978615501914E+01 0.373075677320851901E+04 -0.145150029098110345E+01 0.418165346933482146E-01 0.151254658461980274E+02
0.118815188717939435E+01 0.106243848863745427E+01 0.494921685381843145E+04 -0.148459040203759640E+01 0.714533171296619224E-01 0.151256372395989924E+02
0.118599223722157454E+01 0.109039956760056644E+01 0.424829145050940861E+04 -0.142473763756735217E+01 0.882609144977788140E-01 0.151257034871364109E+02
0.118748525516925607E+01 0.109093976406407656E+01 0.439969228897109133E+04 -0.135422000233062656E+01 0.408079854642446199E-01 0.151258487073722314E+02
0.118783251947202428E+01 0.103198574764135720E+01 0.354073015498827135E+04 -0.135785452835043863E+01 0.321778073671499742E+00 0.151265916498985717E+02
0.118703167886680605E+01 0.105132961200303354E+01 0.479278745761365826E+04 -0.190610664460278922E+01 0.205004626940512885E+00 0.151266567333481827E+02
0.118722632129723560E+01 0.111303057984894171E+01 0.431244957710080871E+04 -0.152762313335010003E+01 0.431099941408099041E+00 0.151268865346584427E+02
0.118715951794216590E+01 0.116858727326009992E+01 0.422257927847746032E+04 -0.139824225251473533E+01 0.177888566619459204E-01 0.151270520433709557E+02
0.118783863770792575E+01 0.104534513774230176E+01 0.479943222069595777E+04 -0.180342362729885597E+01 0.239959156990584649E+00 0.151275392070488053E+02
0.118844626494872374E+01 0.121568307830281785E+01 0.426556141651014332E+04 -0.142188243151333693E+01 0.113148959469034832E+00 0.151281518440049787E+02
0.118751154061299236E+01 0.107068006979339314E+01 0.349083966831462976E+04 -0.137144401422835438E+01 0.185855324686591966E-01 0.151281722862562535E+02
0.118827795243967160E+01 0.109278951868933349E+01 0.499122973548135087E+04 -0.171624171386675739E+01 0.158051977189125142E+00 0.151283896992457532E+02
0.118674479274309563E+01 0.105065658807776785E+01 0.435873714486772678E+04 -0.151322400080957320E+01 0.255017423067608051E-01 0.151284326698144991E+02
0.118663177017838817E+01 0.106262535230761523E+01 0.446976969418768749E+04 -0.149706202260215671E+01 0.156093482098890485E+00 0.151285567558569500E+02
0.118824619758140959E+01 0.105279437812269538E+01 0.482577056393635030E+04 -0.140947304380920024E+01 0.169315045354329861E-01 0.151285913713660989E+02
0.118606806885840843E+01 0.113426758529528104E+01 0.494082530045888780E+04 -0.143047384763138652E+01 0.794230930050732337E-01 0.151288292831391153E+02
0.119148848750144554E+01 0.108996341279748887E+01 0.398433965576864966E+04 -0.136747878968742897E+01 0.436148410245357554E+00 0.151288481423620595E+02
0.118878462396369211E+01 0.103070403081558903E+01 0.335214819376367677E+04 -0.141508083469946877E+01 0.265732499770489405E+00 0.151289979209065653E+02
0.118889182978809305E+01 0.103637617834739948E+01 0.428586008221620159E+04 -0.151415431363426523E+01 0.298948129717520550E+00 0.151290306748269590E+02
0.118546707966642240E+01 0.104115165144045574E+01 0.396525582058034024E+04 -0.143399315752273937E+01 0.175079533587435027E+00 0.151291252590843790E+02
0.118981080046767818E+01 0.114630698698514810E+01 0.363304903651388031E+04 -0.139972892553710970E+01 0.321693895854327061E+00 0.151294605550450445E+02
0.118688161278597426E+01 0.113893576288071174E+01 0.365083764978433919E+04 -0.143612737727022344E+01 0.818646155166666556E-01 0.151295537637241875E+02
0.118818557846938622E+01 0.114793769709896631E+01 0.424824685133445837E+04 -0.145969986875315061E+01 0.232123818810051785E+00 0.151296248361910166E+02
0.118897222785462597E+01 0.105906305045665716E+01 0.411392066717624584E+04 -0.152976343263419090E+01 0.360885401598333544E+00 0.151296387927793550E+02
0.118684789752085074E+01 0.101854596613363757E+01 0.360359673028708858E+04 -0.139917087471545942E+01 0.210531198731426367E+00 0.151298666929624499E+02
0.118798802411618554E+01 0.112881836573718841E+01 0.416806629998022800E+04 -0.152037254937798894E+01 0.215243068114599673E+00 0.151298705796351225E+02
0.118792592809790953E+01 0.114924755976410564E+01 0.401622725773099319E+04 -0.141695717473586669E+01 0.137162212667943706E+00 0.151298796374107951E+02
0.118971003104001771E+01 0.113405932104079810E+01 0.363324458882240060E+04 -0.137277446077632348E+01 0.451125442543389876E+00 0.151299269002403580E+02
0.118894777604613333E+01 0.121748707282880653E+01 0.429949412628163736E+04 -0.156084781164288211E+01 0.278238297953611879E+00 0.151299873454071783E+02
0.118920006423440672E+01 0.106874300471563477E+01 0.440126098849009850E+04 -0.137037056408529301E+01 0.502558993930863340E-01 0.151300817482668943E+02
0.118839041532315259E+01 0.105378381579782365E+01 0.485477540347172180E+04 -0.156832191330745663E+01 0.971859062416859237E-01 0.151301166677313290E+02
0.118815886431545614E+01 0.103938243904732852E+01 0.364828310010846235E+04 -0.135562047268059427E+01 0.119579475464168181E+00 0.151302302819259520E+02
0.118880758860886382E+01 0.108714949149722950E+01 0.418849031824586200E+04 -0.149651558172628074E+01 0.437952652389134556E+00 0.151303073553653800E+02
0.118887280570686471E+01 0.113840682796437509E+01 0.427449965812772098E+04 -0.157421176589969614E+01 0.169562981934817641E+00 0.151305606909386583E+02
0.118794558906680292E+01 0.114575350090402694E+01 0.396926275265433878E+04 -0.137975657702859023E+01 0.234529686084306660E+00 0.151305885581562958E+02
0.118849033588464015E+01 0.105691245198106198E+01 0.467544548904697876E+04 -0.188463890058073313E+01 0.185084983332098385E+00 0.151311317736893187E+02
0.118676610254630766E+01 0.111343697200652136E+01 0.421308124506357672E+04 -0.146951843702567486E+01 0.149365470551517665E+00 0.151312858904455965E+02
0.118665522359164544E+01 0.102869394427124594E+01 0.359373918374544064E+04 -0.139824596649384336E+01 0.142436980982029754E+00 0.151314635478579902E+02
0.118913481268064447E+01 0.108441873969948999E+01 0.495776837970084671E+04 -0.157158656911014738E+01 0.989069193184531764E-01 0.151316373122386931E+02
0.118725478262808837E+01 0.112000195762860599E+01 0.429857598150250033E+04 -0.171880725962471903E+01 0.441314973159622925E+00 0.151317105294463907E+02
0.118891051381775226E+01 0.106310454798806586E+01 0.439991269319898311E+04 -0.161614506403731251E+01 0.469249686161592683E+00 0.151318351120346168E+02
0.118791127969021848E+01 0.113867038146825994E+01 0.412813307688284931E+04 -0.151380736140507421E+01 0.104066752371781798E+00 0.151318494549631506E+02
0.118642260909629993E+01 0.104920906460469165E+01 0.420960656839454714E+04 -0.158576764884750210E+01 0.423774653703687665E+00 0.151319305880228541E+02
0.118867223185263882E+01 0.110876921271031348E+01 0.364188105663903434E+04 -0.140352237946001290E+01 0.196955351170546328E+00 0.151319954748362946E+02
0.119095710582706960E+01 0.100098819968825037E+01 0.399452804425975091E+04 -0.139766355613699300E+01 0.508145774047135332E-01 0.151320647404893265E+02
0.118644491499155014E+01 0.105829844924302918E+01 0.449544743763466522E+04 -0.158624100556717118E+01 0.154653253681313468E+00 0.151320791425497116E+02
0.118631118897068477E+01 0.113274083869628139E+01 0.411476299019038652E+04 -0.178392866553132401E+01 0.432655870223692063E+00 0.151324525074430749E+02
0.118645789318359340E+01 0.133260196459248248E+01 0.412830778575681779E+04 -0.145699503282538334E+01 0.481292160957420972E-01 0.151325015843415613E+02
0.118757367900941491E+01 0.102399805146514034E+01 0.470061989453943079E+04 -0.145965821270805396E+01 0.996435444610365151E-01 0.151325243132449447E+02
0.118684728507819925E+01 0.103139461190776927E+01 0.494179892529290919E+04 -0.182365417688702114E+01 0.154356986646857292E+00 0.151325983443628456E+02
0.118712904152934851E+01 0.116970121629299784E+01 0.432481201788474573E+04 -0.156213327913371014E+01 0.434319558423450602E+00 0.151327127470752991E+02
0.118933473731182460E+01 0.107882457391194930E+01 0.451658106985400082E+04 -0.171294923037981950E+01 0.425062531488693274E+00 0.151333688136665039E+02
0.118938810105517923E+01 0.111843938515287267E+01 0.325715584754767451E+04 -0.137804058754336567E+01 0.356188296954173533E+00 0.151334921486981973E+02
0.118640681142367854E+01 0.105086413409506974E+01 0.395030306621175441E+04 -0.140930740842737245E+01 0.526789525500167069E-02 0.151335144941581312E+02
0.118637019635768914E+01 0.113057804266570061E+01 0.479344014574605717E+04 -0.159511984850563593E+01 0.165647409724619971E+00 0.151337257083921379E+02
0.118833890366104522E+01 0.106570651434802444E+01 0.433163048521478686E+04 -0.160527088205188728E+01 0.225155030157367458E+00 0.151339761422714734E+02
0.118859975270568530E+01 0.105445789783468635E+01 0.402358593357845530E+04 -0.141640032365808799E+01 0.431090593835027208E-01 0.151343467849719193E+02
0.118874336215793863E+01 0.108967662073692972E+01 0.432982394440961616E+04 -0.166721745889836037E+01 0.358592822001152334E+00 0.151344652197586100E+02
0.118650949144242190E+01 0.117292536432546735E+01 0.325709497205807429E+04 -0.144775826916687000E+01 0.112647919792972853E+00 0.151345524455058200E+02
0.118727532101613997E+01 0.109964607223290445E+01 0.424856626154488458E+04 -0.139894305517517559E+01 0.157120415707479727E+00 0.151346536007748131E+02
0.118701194463432635E+01 0.100962256779739112E+01 0.335245096511195652E+04 -0.142968661964574828E+01 0.237721308120007024E+00 0.151347078849118333E+02
0.118874939671880031E+01 0.115108434049239650E+01 0.486370800710914955E+04 -0.144506157466424412E+01 0.969329265326125122E-01 0.151347854748237030E+02
0.118522016877555725E+01 0.112317459599758851E+01 0.427038227086266670E+04 -0.150759702641217475E+01 0.297447940818053869E+00 0.151348924634016768E+02
0.118905958179587601E+01 0.105805249305727256E+01 0.417356268976615229E+04 -0.156232569255818943E+01 0.375872901528391701E+00 0.151349930956087615E+02
0.118677437351005777E+01 0.109708135999549627E+01 0.453279998690048069E+04 -0.140792650877685199E+01 0.381118961321225413E-01 0.151350197761682335E+02
0.118845623266734557E+01 0.113893692953126724E+01 0.490373636843965869E+04 -0.191314338516384663E+01 0.181810326559004004E+00 0.151352832031897382E+02
0.118721736680204470E+01 0.107618594244832111E+01 0.386743405403212500E+04 -0.140577587918074998E+01 0.387240020483318181E-01 0.151354328030036012E+02
0.118624455082270885E+01 0.109608477209744293E+01 0.441996753267670829E+04 -0.140584148667125497E+01 0.558533209514510548E-02 0.151358218317804560E+02
0.118881179889277311E+01 0.108960689384178688E+01 0.434496967566836065E+04 -0.153317100589414101E+01 0.453694398678983424E+00 0.151361513215180974E+02
0.118818968721376406E+01 0.113064813249567830E+01 0.442412990146464472E+04 -0.178487114298826466E+01 0.435488817183038168E+00 0.151361686289250361E+02
0.118908719460328682E+01 0.109676200043592287E+01 0.338247088834688020E+04 -0.138542482767425090E+01 0.296001347869410181E+00 0.151362199358211758E+02
0.119109585816799468E+01 0.105929977231265671E+01 0.343044927302890937E+04 -0.139452033175433421E+01 0.123364507528676989E+00 0.151363428453365199E+02
0.118742833243436130E+01 0.106616894751434943E+01 0.412550986455241673E+04 -0.144973779423435634E+01 0.173416980667778886E+00 0.151366638574430556E+02
0.118789415820418887E+01 0.102882298679807849E+01 0.382754416134525036E+04 -0.147346445144494553E+01 0.430143580344532345E-01 0.151370353934469613E+02
0.118582095411314836E+01 0.107369351366076726E+01 0.462857536126733339E+04 -0.156409633835631667E+01 0.126146015811263584E+00 0.151378474973437136E+02
0.118566053222704926E+01 0.111050809185388566E+01 0.417525230685199676E+04 -0.154589968635860631E+01 0.361005420766020435E+00 0.151381675846613444E+02
0.118846428645052682E+01 0.108309458565233507E+01 0.424889123275017573E+04 -0.137397599967073880E+01 0.163888147414859332E-01 0.151383377913257213E+02
0.118627417894166354E+01 0.101850704042943607E+01 0.348806128736968276E+04 -0.137187024552475334E+01 0.121329609734047508E+00 0.151384330673668188E+02
0.118850258643022211E+01 0.101285871082668089E+01 0.485400181789989983E+04 -0.139510628968065342E+01 0.641185493308646815E-02 0.151386203961251127E+02
0.118669445789248562E+01 0.114418856283487225E+01 0.486313938881472041E+04 -0.174222735915084881E+01 0.165117656216136749E+00 0.151387832074365551E+02
0.118908204517746130E+01 0.106528291773755934E+01 0.424487824460829415E+04 -0.143717711649229196E+01 0.672035940387887970E-01 0.151388324612391525E+02
0.118743261888476792E+01 0.105692594687369890E+01 0.445482532994903158E+04 -0.153034539773690859E+01 0.384499804375402932E+00 0.151388940667185636E+02
0.118851369764325376E+01 0.110227331983024257E+01 0.425695018268768672E+04 -0.157696789917303759E+01 0.358428443796122764E+00 0.151389542296596851E+02
0.118888477528890690E+01 0.103913731651126362E+01 0.432586073195807967E+04 -0.139706348310478679E+01 0.485354916792811661E-01 0.151389934213039883E+02
0.118610048554390746E+01 0.115718518109855251E+01 0.439949286883436980E+04 -0.153274109620754206E+01 0.295339951962289793E+00 0.151392061089197085E+02
0.118730584930456384E+01 0.103280134882715879E+01 0.377228057496694510E+04 -0.134998671761369748E+01 0.443357552334086857E-01 0.151392635692740889E+02
0.118526409978648695E+01 0.104439036189135392E+01 0.408156207681711203E+04 -0.156321237565269344E+01 0.346447662800301481E+00 0.151393191416819146E+02
0.118834738354735636E+01 0.105955854607353639E+01 0.386716588110832299E+04 -0.139327245940115985E+01 0.170525365971097749E-01 0.151394749428020567E+02
0.118603074783037599E+01 0.103527470925766174E+01 0.491265355002866818E+04 -0.171534102345395545E+01 0.156505889525578118E+00 0.151394775171084373E+02
0.118764842842425478E+01 0.117713820471203157E+01 0.313270554728293337E+04 -0.141778215563427623E+01 0.403439004608863949E+00 0.151395432155261283E+02
0.118751573404359601E+01 0.105608647351366347E+01 0.472857074649280366E+04 -0.142874885144348385E+01 0.585137063947276312E-01 0.151397384683878204E+02
0.118938005970544713E+01 0.113791301982869908E+01 0.422843932775212579E+04 -0.142049344433565672E+01 0.111581069275418859E+00 0.151397975136139955E+02
0.118808869555221941E+01 0.105636070446090535E+01 0.419471831710971946E+04 -0.143710504317373688E+01 0.259226471772129485E+00 0.151400528209390970E+02
0.118993571618071337E+01 0.108658838747432829E+01 0.394078992976696782E+04 -0.138130128338053471E+01 0.706301989687553866E-01 0.151402080966981618E+02
0.118774806718405923E+01 0.108577837806741528E+01 0.428790995804884187E+04 -0.145116863122549011E+01 0.114823629458512752E-01 0.151404209207596754E+02
0.118827657946499743E+01 0.114340849274995526E+01 0.481508300750655053E+04 -0.196206108782008859E+01 0.288738848618342425E+00 0.151405254411319063E+02
0.118692479232121828E+01 0.102070387461117051E+01 0.376897708968883398E+04 -0.145655700423870016E+01 0.195193225543411647E+00 0.151406458417930203E+02
0.118844132027143656E+01 0.104780513601776870E+01 0.470606900490933276E+04 -0.149460902460886147E+01 0.115298450158094548E+00 0.151410727240848040E+02
0.118766151819228027E+01 0.114075227453047967E+01 0.413598065281802246E+04 -0.141038161486881308E+01 0.509881343734820552E-01 0.151415133399802890E+02
0.118655581053351522E+01 0.102615149739603906E+01 0.420166642374301136E+04 -0.153212215942386276E+01 0.452879206755468333E+00 0.151417539067594262E+02
0.118938595226293331E+01 0.103988555443641029E+01 0.432869286364002892E+04 -0.141437546601712816E+01 0.193648428905800890E-01 0.151419485234141202E+02
0.118646212966593678E+01 0.110431990575605199E+01 0.496395600598393958E+04 -0.166170639237015427E+01 0.106747457384974820E+00 0.151421502316730745E+02
0.118603443727753843E+01 0.121264188605785228E+01 0.435864850262368236E+04 -0.142339103673845369E+01 0.167494468653430706E+00 0.151424995657108887E+02
0.118831065843544326E+01 0.113042548389689590E+01 0.388239226466998707E+04 -0.153156713377156151E+01 0.281521373539872777E+00 0.151425341102095601E+02
0.118627302664682599E+01 0.101577457970836971E+01 0.493664670931577439E+04 -0.153805081981695335E+01 0.878775226188675401E-01 0.151425543577181596E+02
0.118836013034162913E+01 0.107379600368340711E+01 0.470683800713309483E+04 -0.153325850482053383E+01 0.136430746456935925E+00 0.151426983635497354E+02
0.118803978140341315E+01 0.101790386411939004E+01 0.488655559088135760E+04 -0.154059809123319358E+01 0.641759329623232955E-01 0.151427579214172194E+02
0.118606263076104046E+01 0.116922272424495732E+01 0.438282195754487384E+04 -0.162539781339586620E+01 0.319981718297531414E+00 0.151430293253626012E+02
0.118613286480989077E+01 0.106938586540673142E+01 0.470686608729745694E+04 -0.182797161892558502E+01 0.292817759195321659E+00 0.151431116336253329E+02
0.118626665784679663E+01 0.109249362080283685E+01 0.452108754098216468E+04 -0.162512839750447435E+01 0.112947807948765452E+00 0.151431239739533687E+02
0.118786050101281915E+01 0.106308211494365112E+01 0.395099920113199551E+04 -0.142293523330845550E+01 0.404588152317056582E+00 0.151436251351259674E+02
0.118653205450479882E+01 0.112290752103097158E+01 0.386796103141994536E+04 -0.142672722847661393E+01 0.327965800314444444E+00 0.151437558330769253E+02
0.118771919725669206E+01 0.102702208558427444E+01 0.497156893099896661E+04 -0.164415822720983384E+01 0.140995994637499650E+00 0.151438859418596063E+02
